University,services,website
Owens Community College: Findlay,Career counseling; Economically disadvantaged students services; Employment services for undergraduates; Financial aid counseling; Health services; On-campus daycare; Personal counseling; Placement services for graduates; Adult (re-entering) student services/programs; Veteran's counselor,www.owens.edu 
University of North Florida,Alcohol/substance abuse counseling; Career counseling; Employment services for undergraduates; Financial aid counseling; Health services; Minority students services; On-campus daycare; Personal counseling; Placement services for graduates; Adult (re-entering) student services/programs; Veteran's counselor; Women's services; Chaplain/spiritual director,www.unf.edu 
Nash Community College,Career counseling; Employment services for undergraduates; Financial aid counseling; Placement services for graduates; Veteran's counselor; Minority students services; Alcohol/substance abuse counseling; Personal counseling; Adult (re-entering) student services/programs; Legal services; Women's services; Economically disadvantaged students services; On-campus daycare,www.nashcc.edu 
Oglethorpe University,Career counseling; Health services; Personal counseling; Adult (re-entering) student services/programs; Alcohol/substance abuse counseling; Employment services for undergraduates; Financial aid counseling,www.oglethorpe.edu 
Dawson Community College,Career counseling; Employment services for undergraduates; Placement services for graduates; Adult (re-entering) student services/programs; Veteran's counselor,www.dawson.edu 
Deep Springs College,Career counseling; Health services; Personal counseling; Placement services for graduates; Financial aid counseling,www.deepsprings.edu 
Dixie State University,Alcohol/substance abuse counseling; Career counseling; Economically disadvantaged students services; Employment services for undergraduates; Financial aid counseling; Health services; Minority students services; Personal counseling; Placement services for graduates; Adult (re-entering) student services/programs; Veteran's counselor,www.dixie.edu 
Dominican University of California,Alcohol/substance abuse counseling; Chaplain/spiritual director; Career counseling; Employment services for undergraduates; Financial aid counseling; Health services; Personal counseling; Adult (re-entering) student services/programs; Veteran's counselor; Women's services,www.dominican.edu 
De Anza College,Alcohol/substance abuse counseling; Career counseling; Economically disadvantaged students services; Employment services for undergraduates; Financial aid counseling; Health services; Legal services; Minority students services; On-campus daycare; Personal counseling; Placement services for graduates; Adult (re-entering) student services/programs; Veteran's counselor; Women's services,www.deanza.edu 
Pikes Peak Community College,Employment services for undergraduates; On-campus daycare; Veteran's counselor; Economically disadvantaged students services; Financial aid counseling; Career counseling; Personal counseling; Adult (re-entering) student services/programs,www.ppcc.edu 
Evergreen State College,Alcohol/substance abuse counseling; Career counseling; Economically disadvantaged students services; Employment services for undergraduates; Financial aid counseling; Health services; Minority students services; On-campus daycare; Personal counseling; Placement services for graduates; Adult (re-entering) student services/programs; Veteran's counselor; Women's services,www.evergreen.edu 
Great Basin College,Career counseling; Economically disadvantaged students services; Employment services for undergraduates; Financial aid counseling; Minority students services; Personal counseling; Placement services for graduates; Adult (re-entering) student services/programs; Veteran's counselor,www.gbcnv.edu 
Foothill College,Alcohol/substance abuse counseling; Career counseling; Economically disadvantaged students services; Employment services for undergraduates; Financial aid counseling; Health services; Legal services; Minority students services; Personal counseling; Placement services for graduates; Adult (re-entering) student services/programs; Veteran's counselor,www.foothill.edu 
Fielding Graduate University,,
Flathead Valley Community College,Minority students services; On-campus daycare; Career counseling; Employment services for undergraduates; Financial aid counseling; Health services; Personal counseling; Placement services for graduates; Adult (re-entering) student services/programs; Veteran's counselor; Economically disadvantaged students services,www.fvcc.edu 
